,Region,LandValue,ImprovementValue,HOEX,Latitude,Longitude,Delta,TimetoFinal,ConstructionDelay,Neighbours,TimetoApply,RepairTime,Units,IncomeRatio,YearBuilt,BuildingCode,Occupancy,Stories,Basement,Area,ConstructionClass,ReplacementCost,Image2010,Image2011,Image2012,Image2013,Image2014,Image2015,Image2016,Image2017,Image2018,Image2019,Image2020,Image2021,Image2022,Image2023,Image2008,Image2024
3540,Paradise,149956.0,234209.0,False,39.742693,-121.573935,0.0,762.0,0.0,85.0,512.0,250.0,1.0,0.600070053,1960.0,Post1940,RES1,2.0,False,1500.0,Economic,156060.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3541,Paradise,91005.0,120109.0,True,39.769667,-121.605742,0.0,925.0,0.0,107.0,515.0,410.0,1.0,0.600070053,1950.0,Post1940,RES1,2.0,False,1500.0,Average,184125.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3542,Paradise,26794.0,174500.0,False,39.771208,-121.58929,0.0,994.0,0.0,137.0,515.0,479.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3543,Paradise,83110.0,160180.0,False,39.79563,-121.58213,0.0,841.0,0.0,68.0,515.0,326.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,False,1500.0,Average,174990.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3544,Paradise,30916.0,150960.0,False,39.734256,-121.577699,0.0,638.0,0.0,56.0,515.0,123.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3545,Paradise,53512.0,43747.0,False,39.748844,-121.600301,0.0,890.0,0.0,111.0,515.0,375.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,True,1125.0,Economic,117250.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3546,Paradise,9225.0,106532.0,True,39.772595,-121.621543,0.0,827.0,0.0,130.0,515.0,312.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3547,Paradise,35000.0,212500.0,True,39.779662,-121.616697,0.0,1338.0,0.0,72.0,516.0,822.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3548,Paradise,28339.0,100000.0,False,39.773086,-121.628051,0.0,1300.0,0.0,104.0,516.0,784.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3549,Paradise,47339.0,91771.0,False,39.744366,-121.654967,0.0,811.0,0.0,14.0,516.0,295.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Average,174990.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3550,Paradise,74973.0,105278.0,True,39.781192,-121.578021,0.0,770.0,0.0,101.0,516.0,254.0,1.0,0.600070053,1960.0,Post1940,RES1,2.0,False,1500.0,Economic,156060.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3551,Paradise,87078.0,192048.0,False,39.744009,-121.640687,0.0,771.0,0.0,101.0,517.0,254.0,1.0,0.600070053,1950.0,Post1940,RES1,2.0,False,1500.0,Economic,156060.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3552,Paradise,56680.0,218900.0,False,39.750967,-121.571793,0.0,883.0,0.0,42.0,517.0,366.0,1.0,0.600070053,1940.0,Post1940,RES1,2.0,False,1500.0,Economic,156060.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3553,Paradise,65334.0,160104.0,False,39.74252,-121.642824,0.0,848.0,0.0,94.0,517.0,331.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3554,Paradise,85187.0,265528.0,False,39.744447,-121.637422,0.0,1090.0,0.0,105.0,523.0,567.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3555,Paradise,97072.0,109214.0,False,39.782743,-121.572124,0.0,799.0,0.0,60.0,523.0,276.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3556,Paradise,88623.0,166148.0,True,39.743865,-121.639804,0.0,798.0,0.0,101.0,523.0,275.0,1.0,0.600070053,1950.0,Post1940,RES1,2.0,False,1500.0,Economic,156060.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3557,Paradise,150000.0,200000.0,True,39.777102,-121.574865,0.0,953.0,0.0,70.0,524.0,429.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3558,Paradise,29005.0,14504.0,True,39.749555,-121.624164,0.0,827.0,0.0,71.0,524.0,303.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3559,Paradise,76910.0,195000.0,False,39.738862,-121.57723,0.0,1254.0,0.0,92.0,525.0,729.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3560,Paradise,85739.0,212974.0,True,39.772692,-121.593128,0.0,959.0,0.0,126.0,529.0,430.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3561,Paradise,82022.0,113738.0,False,39.763493,-121.588698,0.0,774.0,0.0,147.0,530.0,244.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3562,Paradise,112200.0,197880.0,True,39.765769,-121.63413,0.0,819.0,0.0,118.0,530.0,289.0,1.0,0.600070053,1950.0,Post1940,RES1,2.0,False,1500.0,Average,184125.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3563,Paradise,44196.0,219303.0,False,39.742036,-121.582713,0.0,1082.0,0.0,67.0,531.0,551.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,False,1500.0,Average,174990.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3564,Paradise,61833.0,209100.0,False,39.774439,-121.624901,0.0,950.0,0.0,110.0,531.0,419.0,1.0,0.600070053,1940.0,Post1940,RES1,2.0,False,1500.0,Economic,156060.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3565,Paradise,71085.0,61087.0,False,39.771799,-121.62724,0.0,-1.0,0.0,114.0,531.0,-1.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,False,1500.0,Average,174990.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3566,Paradise,25842.0,38495.0,False,39.774412,-121.601529,0.0,659.0,0.0,129.0,532.0,127.0,1.0,0.600070053,1940.0,Post1940,RES1,2.0,False,1500.0,Average,184125.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3567,Paradise,135000.0,197000.0,False,39.744446,-121.575244,0.0,956.0,0.0,81.0,532.0,424.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3568,Paradise,69620.0,130104.0,False,39.748926,-121.627083,0.0,1170.0,0.0,75.0,532.0,638.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3569,Paradise,110735.0,122655.0,False,39.738356,-121.642457,0.0,904.0,0.0,103.0,532.0,372.0,1.0,0.600070053,1950.0,Post1940,RES1,2.0,False,1500.0,Economic,156060.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3570,Paradise,145185.0,89033.0,False,39.758564,-121.589534,0.0,897.0,0.0,155.0,533.0,364.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3571,Paradise,112200.0,202980.0,False,39.771969,-121.59085,0.0,657.0,0.0,123.0,533.0,124.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,False,1500.0,Average,174990.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3572,Paradise,140000.0,285000.0,False,39.746444,-121.571661,0.0,-1.0,0.0,57.0,533.0,-1.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3573,Paradise,122400.0,198900.0,False,39.762849,-121.632845,0.0,657.0,0.0,118.0,533.0,124.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,True,1125.0,Economic,117250.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3574,Paradise,102000.0,286110.0,False,39.734723,-121.634115,0.0,685.0,0.0,68.0,533.0,152.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,True,1125.0,Economic,117250.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3575,Paradise,96574.0,29097.0,False,39.7461,-121.585342,0.0,1112.0,0.0,110.0,536.0,576.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3576,Paradise,122400.0,163200.0,False,39.767025,-121.610552,0.0,854.0,0.0,107.0,536.0,318.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,False,1500.0,Average,174990.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3577,Paradise,125000.0,200000.0,False,39.77127,-121.587552,0.0,-1.0,0.0,140.0,538.0,-1.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3578,Paradise,58017.0,69624.0,True,39.77913,-121.593336,0.0,1022.0,0.0,111.0,538.0,484.0,1.0,0.600070053,1940.0,Post1940,RES1,2.0,False,1500.0,Economic,156060.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3579,Paradise,10061.0,98460.0,False,39.748347,-121.638519,0.0,1145.0,0.0,86.0,539.0,606.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3580,Paradise,65094.0,71016.0,False,39.757363,-121.597141,0.0,1169.0,0.0,125.0,540.0,629.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3581,Paradise,120531.0,57883.0,True,39.764247,-121.569027,0.0,616.0,0.0,26.0,540.0,76.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3582,Paradise,96498.0,193000.0,False,39.740829,-121.569845,0.0,-1.0,0.0,82.0,540.0,-1.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3583,Paradise,82848.0,137003.0,True,39.794128,-121.576391,0.0,1057.0,0.0,71.0,540.0,517.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,False,1500.0,Average,174990.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3584,Paradise,66929.0,165871.0,False,39.765722,-121.575972,0.0,823.0,0.0,63.0,545.0,278.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3585,Paradise,35000.0,71500.0,False,39.757004,-121.643084,0.0,-1.0,0.0,54.0,545.0,-1.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3586,Paradise,40612.0,130375.0,False,39.762889,-121.61201,0.0,792.0,0.0,68.0,546.0,246.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3587,Paradise,46411.0,106221.0,False,39.777886,-121.602802,0.0,901.0,0.0,114.0,546.0,355.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3588,Paradise,51660.0,181499.0,True,39.749958,-121.591837,0.0,977.0,0.0,148.0,546.0,431.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3589,Paradise,67949.0,107589.0,True,39.77538,-121.579325,0.0,741.0,0.0,97.0,546.0,195.0,1.0,0.600070053,1960.0,Post1940,RES1,2.0,False,1500.0,Average,184125.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3590,Paradise,102000.0,227460.0,True,39.771558,-121.606305,0.0,783.0,0.0,119.0,546.0,237.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3591,Paradise,13939.0,88537.0,True,39.75212,-121.58042,0.0,776.0,0.0,105.0,547.0,229.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Average,174990.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3592,Paradise,56796.0,134895.0,True,39.737078,-121.576097,0.0,747.0,0.0,85.0,547.0,200.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3593,Paradise,25764.0,102000.0,False,39.793827,-121.577538,0.0,820.0,0.0,82.0,552.0,268.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,True,1125.0,Economic,117250.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3594,Paradise,76554.0,96812.0,True,39.783915,-121.603876,0.0,659.0,0.0,67.0,552.0,107.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3595,Paradise,44209.0,113650.0,False,39.762806,-121.589465,0.0,876.0,0.0,157.0,552.0,324.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3596,Paradise,112200.0,153000.0,True,39.751465,-121.584598,0.0,705.0,0.0,113.0,553.0,152.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,True,1125.0,Economic,117250.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3597,Paradise,25500.0,123000.0,False,39.765942,-121.589546,0.0,-1.0,0.0,162.0,553.0,-1.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3598,Paradise,90669.0,134079.0,True,39.765775,-121.589365,0.0,1021.0,0.0,155.0,554.0,467.0,1.0,0.600070053,1950.0,Post1940,RES1,2.0,False,1500.0,Economic,156060.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3599,Paradise,120000.0,140000.0,True,39.763238,-121.629474,0.0,869.0,0.0,121.0,554.0,315.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3600,Paradise,45124.0,19560.0,False,39.772466,-121.598836,0.0,848.0,0.0,124.0,554.0,294.0,1.0,0.600070053,1960.0,Post1940,RES1,2.0,False,1500.0,Economic,156060.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3601,Paradise,76554.0,147641.0,False,39.772046,-121.619295,0.0,974.0,0.0,130.0,554.0,420.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3602,Paradise,19579.0,265000.0,False,39.782383,-121.603371,0.0,1181.0,0.0,76.0,554.0,627.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Average,174990.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3603,Paradise,112200.0,260100.0,False,39.763404,-121.571666,0.0,757.0,0.0,29.0,554.0,203.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3604,Paradise,69620.0,163521.0,True,39.738597,-121.646641,0.0,844.0,0.0,86.0,554.0,290.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,False,1500.0,Average,174990.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3605,Paradise,89239.0,255707.0,False,39.757835,-121.630785,0.0,1037.0,0.0,84.0,557.0,480.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3606,Paradise,83662.0,174018.0,True,39.753992,-121.581102,0.0,945.0,0.0,107.0,557.0,388.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Average,174990.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3607,Paradise,72506.0,94811.0,True,39.753411,-121.622339,0.0,869.0,0.0,56.0,558.0,311.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3608,Paradise,28339.0,265200.0,False,39.776113,-121.582906,0.0,817.0,0.0,108.0,558.0,259.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3609,Paradise,32641.0,417900.0,False,39.730158,-121.64868,0.0,894.0,0.0,54.0,558.0,336.0,1.0,0.600070053,1940.0,Post1940,RES1,2.0,False,1500.0,Economic,156060.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3610,Paradise,97072.0,86642.0,True,39.761033,-121.597429,0.0,-1.0,0.0,102.0,559.0,-1.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3611,Paradise,30916.0,195000.0,True,39.785649,-121.598255,0.0,1078.0,0.0,70.0,559.0,519.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3612,Paradise,103138.0,194130.0,True,39.744424,-121.636287,0.0,841.0,0.0,100.0,559.0,282.0,1.0,0.600070053,1960.0,Post1940,RES1,2.0,True,1125.0,Economic,121320.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3613,Paradise,83662.0,194979.0,True,39.77858,-121.616817,0.0,-1.0,0.0,90.0,559.0,-1.0,1.0,0.600070053,1960.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3614,Paradise,83662.0,189549.0,False,39.774846,-121.615341,0.0,939.0,0.0,110.0,560.0,379.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3615,Paradise,66396.0,123680.0,False,39.752968,-121.583438,0.0,1103.0,0.0,106.0,561.0,542.0,1.0,0.600070053,1940.0,Post1940,RES1,2.0,False,1500.0,Average,184125.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3616,Paradise,55384.0,184939.0,True,39.767422,-121.609339,0.0,994.0,0.0,105.0,561.0,433.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3617,Paradise,44313.0,180000.0,False,39.741105,-121.64351,0.0,1195.0,0.0,92.0,561.0,634.0,1.0,0.600070053,1950.0,Post1940,RES1,2.0,False,1500.0,Economic,156060.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3618,Paradise,10653.0,72577.0,True,39.771362,-121.620381,0.0,1020.0,0.0,134.0,565.0,455.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3619,Paradise,25764.0,275400.0,False,39.733585,-121.651467,0.0,893.0,0.0,68.0,566.0,327.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,False,1500.0,Average,174990.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3620,Paradise,62288.0,60590.0,True,39.79757,-121.578601,0.0,783.0,0.0,55.0,566.0,217.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3621,Paradise,51995.0,280228.0,False,39.748242,-121.573933,0.0,812.0,0.0,73.0,566.0,246.0,1.0,0.600070053,1960.0,Post1940,RES1,3.0,False,1500.0,Economic,156060.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3622,Paradise,17356.0,132944.0,True,39.736954,-121.58559,0.0,991.0,0.0,44.0,566.0,425.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,True,1125.0,Economic,117250.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3623,Paradise,115000.0,220000.0,False,39.770716,-121.589908,0.0,966.0,0.0,136.0,567.0,399.0,1.0,0.600070053,1950.0,Post1940,RES1,2.0,False,1500.0,Economic,156060.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3624,Paradise,119931.0,69310.0,True,39.742059,-121.588513,0.0,792.0,0.0,105.0,567.0,225.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3625,Paradise,46375.0,201450.0,True,39.768447,-121.583458,0.0,748.0,0.0,124.0,568.0,180.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3626,Paradise,40427.0,27870.0,False,39.754245,-121.587904,0.0,-1.0,0.0,147.0,568.0,-1.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Average,174990.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3627,Paradise,107174.0,246305.0,True,39.780197,-121.596306,0.0,810.0,0.0,109.0,571.0,239.0,1.0,0.600070053,1940.0,Post1940,RES1,2.0,False,1500.0,Economic,156060.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3628,Paradise,16159.0,50000.0,True,39.74789,-121.61063,0.0,-1.0,0.0,21.0,571.0,-1.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3629,Paradise,57992.0,10235.0,True,39.781681,-121.596103,0.0,-1.0,0.0,95.0,572.0,-1.0,1.0,0.600070053,1940.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3630,Paradise,11870.0,101241.0,True,39.776198,-121.597912,0.0,901.0,0.0,136.0,572.0,329.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3631,Paradise,29886.0,126000.0,False,39.768261,-121.631816,0.0,-1.0,0.0,127.0,572.0,-1.0,1.0,0.600070053,1940.0,Post1940,RES1,3.0,False,1500.0,Average,191910.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3632,Paradise,42304.0,118855.0,True,39.762137,-121.608313,0.0,683.0,0.0,60.0,573.0,110.0,1.0,0.600070053,1960.0,Post1940,RES1,2.0,False,1500.0,Economic,156060.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3633,Paradise,118209.0,160907.0,True,39.744595,-121.594439,0.0,-1.0,0.0,120.0,573.0,-1.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,False,1500.0,Average,174990.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3634,Paradise,147404.0,265931.0,False,39.758831,-121.585851,0.0,859.0,0.0,128.0,573.0,286.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3635,Paradise,112200.0,315690.0,True,39.743123,-121.631299,0.0,733.0,0.0,107.0,574.0,159.0,1.0,0.600070053,1950.0,Post1940,RES1,1.0,False,1500.0,Economic,146415.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
